,text,labels
3344,"Possible light rain until afternoon, starting again overnight.",0
3345,Light rain until evening.,0
3346,"Light rain until afternoon, starting again overnight.",0
3347,Light rain in the morning.,0
3348,Rain in the afternoon and evening.,0
3349,Humid and mostly cloudy throughout the day.,0
3350,Possible light rain in the morning.,0
3351,Light rain and humid throughout the day.,0
3352,Possible light rain in the evening and overnight.,0
3353,Possible light rain in the evening.,0
3354,Light rain in the afternoon and evening.,0
3355,Possible light rain overnight.,0
3356,Rain and humid throughout the day.,0
3357,Possible drizzle in the afternoon.,0
3358,Rain in the afternoon and evening.,0
3359,Light rain in the afternoon and evening.,0
3364,Snow (2–4 in.) in the afternoon and evening.,0
3365,Foggy throughout the day.,0
3371,Possible light snow (< 1 in.) in the morning.,0
3386,Foggy overnight.,0
3389,Clear throughout the day.,0
3395,Heavy snow (15–23 in.) throughout the day.,0
3396,Snow (3–7 in.) in the morning and afternoon.,0
3397,Snow (2–5 in.) in the evening.,0
3401,Snow (1–2 in.) until evening.,0
3405,Possible light snow (< 1 in.) in the morning.,0
3409,Possible light snow (< 1 in.) overnight.,0
3410,Light snow (2–5 in.) throughout the day.,0
3411,Possible light snow (< 1 in.) in the morning and afternoon.,0
3412,Foggy in the morning.,0
3414,Dangerously windy in the afternoon and evening.,0
3417,Light snow (< 1 in.) in the afternoon.,0
3418,Snow (2–4 in.) in the evening.,0
3419,Foggy in the morning.,0
3423,Rain overnight.,0
3424,Snow (2–5 in.) in the morning and afternoon.,0
3427,Light rain starting in the afternoon.,0
3428,Light rain in the morning and afternoon.,0
3429,Foggy throughout the day.,0
3430,Mostly cloudy throughout the day.,0
3433,Snow (1–2 in.) in the evening and overnight.,0
3434,Snow (3–6 in.) in the morning and afternoon.,0
3441,Snow (4–7 in.) starting in the afternoon.,0
3442,Snow (5–8 in.) throughout the day.,0
3443,Snow (3–7 in.) in the morning and afternoon.,0
3444,Foggy throughout the day.,0
3450,Possible light snow (1–2 in.) overnight.,0
3451,Possible light snow (1–4 in.) in the morning and afternoon.,0
3452,Foggy in the morning and afternoon.,0
3454,Light snow (1–3 in.) starting in the afternoon.,0
3455,Light snow (< 1 in.) in the morning.,0
3464,Snow (1–2 in.) overnight.,0
3465,Snow (2–4 in.) in the morning.,0
3470,Light rain in the afternoon and evening.,0
3471,Overcast throughout the day.,0
3581,Humid and mostly cloudy throughout the day.,0
3582,Humid and overcast throughout the day.,0
3583,Mostly cloudy throughout the day.,0
3613,Possible light rain in the morning.,0
3614,Overcast throughout the day.,0
3631,Humid and mostly cloudy throughout the day.,0
3681,Possible light rain overnight.,0
3682,Light rain in the evening and overnight.,0
3683,"Light rain until morning, starting again in the evening.",0
3684,Light rain in the morning and afternoon.,0
3685,Possible light rain in the afternoon.,0
3686,Rain overnight.,0
3687,Rain until evening.,0
3688,Light rain overnight.,0
3689,Possible light rain and humid throughout the day.,0
3690,Humid and overcast throughout the day.,0
3691,"Possible light rain until morning, starting again in the evening.",0
3692,Humid and mostly cloudy throughout the day.,0
3693,Humid and partly cloudy throughout the day.,0
3696,Partly cloudy throughout the day.,0
3698,Windy in the morning and afternoon.,0
3701,Windy overnight.,0
3702,Foggy in the morning.,0
3704,Foggy until evening.,0
3726,Dangerously windy in the evening and overnight.,0
3727,Windy overnight.,0
3728,Windy until evening.,0
3732,Mostly cloudy throughout the day.,0
3736,Windy in the morning.,0
3738,Snow (3–6 in.) in the morning and afternoon.,0
3740,Possible light snow (1–2 in.) in the afternoon.,0
3742,Mostly cloudy throughout the day.,0
3744,Foggy in the morning and afternoon.,0
3748,Windy in the morning.,0
3756,Snow (3–6 in.) in the morning and afternoon.,0
3757,Dangerously windy in the evening and overnight.,0
3758,Dangerously windy in the morning.,0
3759,Partly cloudy throughout the day.,0
3760,Foggy in the morning.,0
3763,Foggy throughout the day.,0
3767,Foggy in the morning and afternoon.,0
3779,Foggy in the evening and overnight.,0
3780,Foggy until evening.,0
3783,Mostly cloudy throughout the day.,0
3784,Foggy throughout the day.,0
3785,Foggy in the evening and overnight.,0
3786,Foggy throughout the day.,0
3787,Foggy throughout the day.,0
3790,Foggy until evening.,0
3792,Foggy in the morning and afternoon.,0
3794,Mostly cloudy throughout the day.,0
3797,Possible light snow (< 1 in.) in the morning.,0
3798,Partly cloudy throughout the day.,0
3799,Partly cloudy throughout the day.,0
3801,Light snow (1–3 in.) starting in the afternoon.,0
3802,Possible light snow (< 1 in.) in the morning and afternoon.,0
3804,Drizzle until evening.,0
3808,Rain throughout the day.,0
3809,Possible drizzle in the morning and afternoon.,0
3810,Rain throughout the day.,0
3811,Rain throughout the day.,0
3812,Light rain throughout the day.,0
3813,Light rain throughout the day.,0
3814,Rain throughout the day.,0
3815,Rain throughout the day.,0
3816,Mostly cloudy throughout the day.,0
3817,Light rain in the evening and overnight.,0
3818,Rain throughout the day.,0
3819,"Light rain until morning, starting again in the evening.",0
3820,Rain (with a chance of 1–2 in. of snow) in the morning and afternoon.,0
3821,Partly cloudy throughout the day.,0
3822,Foggy in the evening and overnight.,0
3823,Snow (3–6 in.) in the morning and afternoon.,0
3824,Possible light rain in the morning and afternoon.,0
3825,Possible light rain overnight.,0
3826,Light rain throughout the day.,0
3827,Light rain throughout the day.,0
3828,Light rain throughout the day.,0
3829,Light rain throughout the day.,0
3830,Rain throughout the day.,0
3831,Rain throughout the day.,0
3832,Light rain throughout the day.,0
3833,"Light rain until afternoon, starting again overnight.",0
3834,Light rain throughout the day.,0
3835,Light rain throughout the day.,0
3836,"Light rain until afternoon, starting again overnight.",0
3837,Rain in the morning and afternoon.,0
3838,Rain starting in the afternoon.,0
3839,Rain throughout the day.,0
3840,Light rain in the morning.,0
3841,Possible light rain throughout the day.,0
3842,Possible drizzle in the afternoon.,0
3843,Light rain (with a chance of 1–3 in. of snow) throughout the day.,0
3844,Drizzle until evening.,0
3845,Light rain until evening.,0
3846,Rain throughout the day.,0
3847,Clear throughout the day.,0
3850,Mostly cloudy throughout the day.,0
3851,Mostly cloudy throughout the day.,0
3852,Light rain in the morning and afternoon.,0
3853,Light rain in the evening and overnight.,0
3854,Light rain until evening.,0
3855,Partly cloudy throughout the day.,0
3856,Partly cloudy throughout the day.,0
3857,Clear throughout the day.,0
3860,Light rain overnight.,0
3861,Light rain in the morning and overnight.,0
3862,Rain until evening.,0
3863,Partly cloudy throughout the day.,0
3864,Possible light rain in the afternoon.,0
3865,Possible light rain overnight.,0
3866,Possible drizzle in the morning.,0
3867,Light rain starting in the afternoon.,0
3868,Clear throughout the day.,0
3869,Possible light rain in the evening and overnight.,0
3870,Light rain until evening.,0
3871,Light rain in the afternoon and evening.,0
3872,Mostly cloudy throughout the day.,0
3873,Light rain throughout the day.,0
3874,Clear throughout the day.,0
3875,Possible light rain in the morning and afternoon.,0
3876,Clear throughout the day.,0
3878,Light rain throughout the day.,0
3879,Possible drizzle in the morning.,0
3881,Mostly cloudy throughout the day.,0
3891,"Light rain until morning, starting again in the evening.",0
3892,Light rain in the morning and afternoon.,0
3893,Partly cloudy throughout the day.,0
3894,Light rain starting in the afternoon.,0
3895,Light rain throughout the day.,0
3896,Light rain throughout the day.,0
3897,"Light rain until morning, starting again in the evening.",0
3898,Rain throughout the day.,0
3899,Possible light rain throughout the day.,0
3900,Possible light rain in the morning.,0
3901,Possible drizzle overnight.,0
3902,Drizzle in the morning.,0
3903,Mostly cloudy throughout the day.,0
3910,Clear throughout the day.,0
3924,Partly cloudy throughout the day.,0
3927,Partly cloudy throughout the day.,0
3928,Possible light rain overnight.,0
3929,Possible light rain in the morning.,0
3931,Clear throughout the day.,0
3932,Partly cloudy throughout the day.,0
3933,Partly cloudy throughout the day.,0
3934,Partly cloudy throughout the day.,0
3936,Rain until evening.,0
3941,Possible light rain throughout the day.,0
3942,Partly cloudy throughout the day.,0
3944,Mostly cloudy throughout the day.,0
3945,Light rain in the evening and overnight.,0
3946,Light rain in the morning.,0
3948,Mostly cloudy throughout the day.,0
3953,Windy until evening.,0
3981,Partly cloudy throughout the day.,0
3987,Light rain in the morning and afternoon.,0
3988,Mostly cloudy throughout the day.,0
3989,Mostly cloudy throughout the day.,0
3994,Light rain throughout the day.,0
3995,"Light rain until afternoon, starting again overnight.",0
3996,Light rain in the morning and overnight.,0
3997,Light rain in the morning.,0
3998,Possible drizzle in the morning.,0
3999,Clear throughout the day.,0
4001,Clear throughout the day.,0
4002,Possible drizzle in the afternoon.,0
4003,Mostly cloudy throughout the day.,0
4004,Possible light rain in the morning and afternoon.,0
4005,Clear throughout the day.,0
4006,Clear throughout the day.,0
4008,Light rain throughout the day.,0
4009,Light rain in the morning and afternoon.,0
4015,Light rain throughout the day.,0
4016,Light rain in the morning and afternoon.,0
4017,Possible light rain until evening.,0
4032,Foggy throughout the day.,0
4033,Foggy throughout the day.,0
4037,Foggy in the morning.,0
4041,Foggy throughout the day.,0
4045,Foggy throughout the day.,0
4046,Foggy throughout the day.,0
4050,Foggy in the morning and afternoon.,0
4086,Snow (< 1 in.) in the morning.,0
4093,Snow (2–5 in.) in the morning.,0
4100,Foggy throughout the day.,0
4103,Foggy throughout the day.,0
4104,Foggy throughout the day.,0
4108,Mostly cloudy throughout the day.,0
4116,Snow (3–7 in.) in the morning and afternoon.,0
4119,Mostly cloudy throughout the day.,0
4123,Possible light rain in the evening and overnight.,0
4124,Snow (1–4 in.) in the morning and overnight.,0
4125,Snow (2–5 in.) in the morning and overnight.,0
4126,Snow (3–6 in.) in the morning and afternoon.,0
4129,Rain (with a chance of 1–3 in. of snow) in the evening and overnight.,0
4130,Possible light rain in the morning.,0
4131,Mostly cloudy throughout the day.,0
4133,Foggy in the morning.,0
4134,Overcast throughout the day.,0
4135,Partly cloudy throughout the day.,0
4141,Partly cloudy throughout the day.,0
4142,Snow (1–2 in.) until evening.,0
4143,Mostly cloudy throughout the day.,0
4144,Heavy snow (9–13 in.) in the afternoon and evening.,0
4145,Mostly cloudy throughout the day.,0
4146,Partly cloudy throughout the day.,0
4147,Partly cloudy throughout the day.,0
4148,Partly cloudy throughout the day.,0
4149,Foggy in the morning.,0
4152,Foggy in the afternoon and evening.,0
4153,Windy in the morning.,0
4155,Rain (with a chance of 1–2 in. of snow) throughout the day.,0
4156,Heavy snow (15–23 in.) in the morning and afternoon.,0
4159,Foggy in the morning.,0
4160,Mostly cloudy throughout the day.,0
4161,Windy in the morning.,0
4163,Foggy until evening.,0
4170,Heavy snow (3–6 in.) in the morning and afternoon.,0
4171,Mostly cloudy throughout the day.,0
4181,Foggy in the evening.,0
4182,Windy in the evening and overnight.,0
4185,Snow (4–8 in.) in the morning and afternoon.,0
4186,Foggy in the evening and overnight.,0
4187,Partly cloudy throughout the day.,0
4188,Foggy in the morning.,0
4193,Heavy snow (5–8 in.) overnight.,0
4194,Foggy in the morning.,0
4202,Heavy snow (10–15 in.) in the afternoon and evening.,0
4203,Windy in the morning.,0
4205,Mostly cloudy throughout the day.,0
4206,Snow (2–4 in.) overnight.,0
4207,Possible light rain in the morning.,0
4208,Light rain in the morning and afternoon.,0
4213,"Foggy until afternoon, starting again overnight.",0
4214,Snow (4–7 in.) in the morning and afternoon.,0
4215,Partly cloudy throughout the day.,0
4217,Rain (with a chance of 2–5 in. of snow) starting in the afternoon.,0
4218,Windy in the evening.,0
4221,Possible light snow (1–2 in.) in the evening.,0
4224,Light rain until evening.,0
4225,Windy in the morning.,0
4228,Snow (1–3 in.) in the morning.,0
4231,Foggy in the morning.,0
4234,Mostly cloudy throughout the day.,0
4236,Rain (with a chance of 1–2 in. of snow) throughout the day.,0
4237,Light rain throughout the day.,0
4238,Possible drizzle in the morning.,0
4241,Clear throughout the day.,0
4244,Snow (3–6 in.) in the evening and overnight.,0
4245,Heavy snow (6–9 in.) until evening.,0
4248,Rain throughout the day.,0
4249,Clear throughout the day.,0
4257,Foggy starting in the afternoon.,0
4258,Possible light snow (2–4 in.) in the afternoon and evening.,0
4259,Mostly cloudy throughout the day.,0
4267,Foggy in the evening.,0
4283,Foggy throughout the day.,0
4290,Dangerously windy throughout the day.,0
4291,Windy in the morning.,0
4306,Foggy in the afternoon.,0
4316,Foggy in the morning and afternoon.,0
4319,Foggy in the morning.,0
4320,Windy in the evening and overnight.,0
4321,Snow (2–5 in.) in the morning and afternoon.,0
4322,Mostly cloudy throughout the day.,0
4330,Snow (6–10 in.) in the morning and afternoon.,0
4331,Windy and foggy in the morning.,0
4333,Windy in the evening.,0
4334,Possible light snow (1–2 in.) in the morning and afternoon.,0
4336,Heavy snow (6–9 in.) starting in the afternoon.,0
4337,Snow (1–3 in.) in the morning.,0
4343,Snow (6–9 in.) throughout the day.,0
4344,Light snow (1–2 in.) in the morning and afternoon.,0
4347,Snow (2–5 in.) in the evening and overnight.,0
4348,Light rain throughout the day.,0
4349,Possible drizzle in the morning and afternoon.,0
4353,Snow (2–5 in.) in the afternoon and evening.,0
4354,Foggy in the morning.,0
4356,Mostly cloudy throughout the day.,0
4357,Snow (2–5 in.) in the evening and overnight.,0
4358,Possible light snow (< 1 in.) in the evening.,0
4360,Clear throughout the day.,0
4361,Light rain in the morning and afternoon.,0
4367,Snow (6–9 in.) throughout the day.,0
4377,Foggy throughout the day.,0
4382,Snow (2–4 in.) in the afternoon.,0
4386,Foggy in the morning and afternoon.,0
4400,Overcast throughout the day.,0
4401,Overcast throughout the day.,0
4402,Foggy in the morning.,0
4414,Foggy in the afternoon.,0
4429,Possible light snow (1–2 in.) overnight.,0
4430,Overcast throughout the day.,0
4431,Overcast throughout the day.,0
4432,Overcast throughout the day.,0
4436,Foggy throughout the day.,0
4437,Foggy throughout the day.,0
4440,Snow (2–5 in.) overnight.,0
4441,Snow (4–7 in.) in the morning and afternoon.,0
4444,Possible light snow (< 1 in.) in the afternoon.,0
4447,Snow (2–5 in.) in the evening.,0
4451,Partly cloudy throughout the day.,0
4453,Light rain in the morning.,0
4463,Light snow (< 1 in.) in the morning and afternoon.,0
4467,Possible light snow (1–3 in.) in the afternoon and evening.,0
4468,Clear throughout the day.,0
4470,Possible light snow (1–2 in.) in the evening.,0
4472,Snow (4–7 in.) until evening.,0
4473,Partly cloudy throughout the day.,0
4477,Light rain in the afternoon.,0
4479,Snow (2–5 in.) in the morning and afternoon.,0
4480,Possible light rain (with a chance of 1–2 in. of snow) in the evening and overnight.,0
4481,Mostly cloudy throughout the day.,0
4483,Mostly cloudy throughout the day.,0
4484,Clear throughout the day.,0
4485,Windy starting in the afternoon.,0
4487,Mostly cloudy throughout the day.,0
4488,Snow (3–6 in.) until evening.,0
4489,Windy in the morning and afternoon.,0
4490,Windy in the afternoon.,0
4491,Light rain (with a chance of 1–2 in. of snow) throughout the day.,0
4492,Heavy snow (11–17 in.) until evening.,0
4495,Possible light snow (1–2 in.) in the afternoon.,0
4497,Windy throughout the day.,0
4499,Snow (6–9 in.) in the afternoon and evening.,0
4500,Mostly cloudy throughout the day.,0
4506,Light rain in the afternoon and evening.,0
4507,Partly cloudy throughout the day.,0
4508,Foggy in the morning.,0
4513,Overcast throughout the day.,0
4517,Foggy in the evening and overnight.,0
4518,Possible light rain (with a chance of 2–5 in. of snow) starting in the afternoon.,0
4519,Foggy in the morning.,0
4521,Snow (1–3 in.) until evening.,0
4523,Snow (1–3 in.) in the morning.,0
4524,Possible light snow (1–3 in.) in the morning and afternoon.,0
4528,Clear throughout the day.,0
4529,Snow (3–6 in.) and windy overnight.,0
4530,Possible light rain in the morning and afternoon.,0
4531,Clear throughout the day.,0
4538,Snow (3–6 in.) in the evening and overnight.,0
4539,Dangerously windy in the morning.,0
4540,Foggy overnight.,0
4541,Snow (5–9 in.) until evening.,0
4542,Partly cloudy throughout the day.,0
4543,Possible drizzle in the morning and afternoon.,0
4544,Rain (with a chance of 1–2 in. of snow) until evening.,0
4545,Windy in the morning.,0
4547,Windy and overcast throughout the day.,0
4549,Foggy in the morning.,0
4550,"Snow (2–4 in.) until afternoon, starting again overnight.",0
4551,Possible light rain in the morning.,0
4553,Light rain in the evening and overnight.,0
4554,Windy in the evening and overnight.,0
4555,Clear throughout the day.,0
4556,Mostly cloudy throughout the day.,0
4557,Possible light snow (< 1 in.) overnight.,0
4558,Clear throughout the day.,0
4560,Rain until evening.,0
4561,Dangerously windy in the morning and afternoon.,0
4564,Snow (2–5 in.) in the morning and afternoon.,0
4566,Light snow (1–3 in.) in the evening and overnight.,0
4567,Possible light snow (< 1 in.) in the morning.,0
4571,Foggy in the afternoon and evening.,0
4572,Possible light rain throughout the day.,0
4573,Dangerously windy starting in the afternoon.,0
4574,Dangerously windy until evening.,0
4577,Possible light rain in the morning.,0
4581,Snow (2–5 in.) throughout the day.,0
4582,Possible light snow (< 1 in.) in the morning.,0
4584,Light rain in the evening and overnight.,0
4585,Light rain and windy in the morning.,0
4587,Partly cloudy throughout the day.,0
4600,Foggy until evening.,0
4602,Foggy throughout the day.,0
4603,Foggy until evening.,0
4612,Foggy throughout the day.,0
4613,Foggy throughout the day.,0
4615,Foggy throughout the day.,0
4618,Foggy until evening.,0
4626,Foggy throughout the day.,0
4627,Foggy throughout the day.,0
4628,Foggy throughout the day.,0
4632,Foggy throughout the day.,0
4634,Foggy until evening.,0
4635,Foggy throughout the day.,0
4636,Foggy throughout the day.,0
4638,Foggy throughout the day.,0
4639,Foggy throughout the day.,0
4641,Foggy throughout the day.,0
4642,Foggy throughout the day.,0
4643,Foggy throughout the day.,0
4644,Foggy throughout the day.,0
4645,Foggy until evening.,0
4647,Foggy in the morning and afternoon.,0
4651,Foggy in the morning and afternoon.,0
4663,Foggy until evening.,0
4665,Snow (4–8 in.) in the evening.,0
4666,Foggy throughout the day.,0
4668,Windy in the evening and overnight.,0
4669,Foggy in the morning and overnight.,0
4672,Snow (3–6 in.) in the morning.,0
4676,Foggy in the morning.,0
4677,Possible light snow (< 1 in.) overnight.,0
4678,Possible light snow (1–2 in.) in the morning.,0
4680,Foggy starting in the afternoon.,0
4685,Light rain starting in the afternoon.,0
4686,Overcast throughout the day.,0
4687,Drizzle in the morning and afternoon.,0
4688,Light snow (1–4 in.) in the morning and afternoon.,0
4689,Foggy in the morning.,0
4694,Foggy overnight.,0
4695,Foggy in the morning.,0
4696,Snow (1–3 in.) starting in the afternoon.,0
4697,Possible light snow (2–5 in.) in the morning and afternoon.,0
4698,Foggy throughout the day.,0
4699,Foggy in the evening and overnight.,0
4700,Foggy in the morning and afternoon.,0
4701,Possible light snow (1–2 in.) and windy overnight.,0
4702,Snow (1–3 in.) in the morning.,0
4708,Windy in the evening.,0
4722,Foggy throughout the day.,0
4735,Windy in the morning and afternoon.,0
4736,Foggy in the evening.,0
4737,Windy in the morning.,0
4764,Foggy in the evening and overnight.,0
4765,Partly cloudy throughout the day.,0
4766,Possible flurries (< 1 in.) in the afternoon.,0
4767,Mostly cloudy throughout the day.,0
4768,Foggy throughout the day.,0
4771,Foggy throughout the day.,0
4775,Mostly cloudy throughout the day.,0
4788,Snow (1–2 in.) in the morning.,0
4795,Heavy snow (6–9 in.) in the morning.,0
4801,Snow (3–6 in.) until evening.,0
4803,Partly cloudy throughout the day.,0
4806,Partly cloudy throughout the day.,0
4807,Partly cloudy throughout the day.,0
4812,Mostly cloudy throughout the day.,0
4904,Mostly cloudy throughout the day.,0
4909,Overcast throughout the day.,0
4911,Mostly cloudy throughout the day.,0
4914,Possible light rain in the evening and overnight.,0
4915,Possible drizzle in the morning.,0
4916,Possible light rain in the evening and overnight.,0
4917,"Rain until morning, starting again in the evening.",0
4918,Possible light rain in the afternoon.,0
4924,Humid and mostly cloudy throughout the day.,0
4926,Overcast throughout the day.,0
4927,Partly cloudy throughout the day.,0
4956,Clear throughout the day.,0
5040,Possible drizzle overnight.,0
5041,Overcast throughout the day.,0
5042,Possible drizzle overnight.,0
5043,Possible drizzle overnight.,0
5044,Light rain throughout the day.,0
5045,Light rain throughout the day.,0
5046,Rain in the morning and afternoon.,0
5047,Possible light rain overnight.,0
5048,Possible light rain in the morning and afternoon.,0
5049,Light rain throughout the day.,0
5050,Light rain in the morning and afternoon.,0
5054,Light rain starting in the afternoon.,0
5055,Light rain in the morning and afternoon.,0
5060,Possible drizzle in the afternoon.,0
5061,Light rain in the morning and afternoon.,0
5062,Light rain in the evening and overnight.,0
5063,Light rain throughout the day.,0
5064,Light rain in the morning and overnight.,0
5065,Light rain throughout the day.,0
5066,Foggy in the morning.,0
5076,Light rain throughout the day.,0
5077,Possible drizzle in the morning.,0
5081,Drizzle in the morning.,0
5084,Light rain starting in the afternoon.,0
5085,Snow (2–5 in.) until evening.,0
5095,Light rain in the morning.,0
5097,Light rain in the evening and overnight.,0
5098,Light rain throughout the day.,0
5099,Possible drizzle in the morning.,0
5107,Light rain throughout the day.,0
5108,Light rain throughout the day.,0
5109,Partly cloudy throughout the day.,0
5112,Overcast throughout the day.,0
5120,Light rain in the evening and overnight.,0
5121,Possible drizzle in the morning.,0
5124,"Light rain until morning, starting again in the evening.",0
5125,Rain throughout the day.,0
5126,"Rain until morning, starting again in the evening.",0
5127,Light rain in the morning and overnight.,0
5128,Light rain throughout the day.,0
5129,Overcast throughout the day.,0
5130,Light rain throughout the day.,0
5131,Overcast throughout the day.,0
5140,Light rain in the evening and overnight.,0
5141,Light rain in the morning.,0
5147,Overcast throughout the day.,0
5148,Light rain throughout the day.,0
5149,Light rain in the morning.,0
5150,Light rain starting in the afternoon.,0
5151,Possible light rain in the morning.,0
5156,Possible light snow (< 1 in.) overnight.,0
5157,Clear throughout the day.,0
5184,Possible light snow (< 1 in.) in the morning.,0
5196,Rain in the morning and afternoon.,0
5213,Possible light rain in the evening.,0
5217,Partly cloudy throughout the day.,0
5219,Light rain in the evening and overnight.,0
5220,Mostly cloudy throughout the day.,0
5229,Windy in the evening.,0
5237,Light rain in the morning.,0
5257,Rain in the evening and overnight.,0
5258,Light rain in the morning.,0
5267,Overcast throughout the day.,0
5268,Possible drizzle overnight.,0
5269,Rain throughout the day.,0
5270,Possible drizzle in the morning.,0
5271,Drizzle until evening.,0
5272,Mostly cloudy throughout the day.,0
5273,Possible drizzle in the morning and overnight.,0
5274,Mostly cloudy throughout the day.,0
5278,Overcast throughout the day.,0
5281,Overcast throughout the day.,0
5282,Overcast throughout the day.,0
5285,Mostly cloudy throughout the day.,0
5286,Overcast throughout the day.,0
5287,Drizzle throughout the day.,0
5288,Drizzle throughout the day.,0
5289,Possible drizzle in the morning.,0
5295,Overcast throughout the day.,0
5296,"Drizzle until afternoon, starting again overnight.",0
5297,Light rain in the morning and afternoon.,0
5299,Light rain starting in the afternoon.,0
5300,Light rain in the morning and afternoon.,0
5303,Partly cloudy throughout the day.,0
5304,Possible drizzle in the morning.,0
5308,Light rain in the evening and overnight.,0
5309,Light rain until evening.,0
5310,Foggy in the morning.,0
5313,Mostly cloudy throughout the day.,0
5314,Possible light rain overnight.,0
5315,Mostly cloudy throughout the day.,0
5321,"Light rain until morning, starting again in the evening.",0
5322,Light rain in the morning and afternoon.,0
5325,"Light rain until afternoon, starting again overnight.",0
5326,Light rain in the morning.,0
5327,Overcast throughout the day.,0
5332,Drizzle in the morning and afternoon.,0
5334,Overcast throughout the day.,0
5336,Mostly cloudy throughout the day.,0
5337,Partly cloudy throughout the day.,0
5340,Possible drizzle in the morning.,0
5344,Partly cloudy throughout the day.,0
5345,Possible light rain in the afternoon and evening.,0
5346,Possible light rain in the afternoon and evening.,0
5347,Possible light rain overnight.,0
5348,Light rain in the morning.,0
5349,Light rain overnight.,0
5350,Rain until evening.,0
5351,Light rain in the evening and overnight.,0
5352,Light rain in the morning.,0
5353,Mostly cloudy throughout the day.,0
5354,Mostly cloudy throughout the day.,0
5357,Overcast throughout the day.,0
5358,Possible drizzle in the morning and overnight.,0
5359,Possible drizzle in the morning.,0
5362,Possible light rain in the afternoon.,0
5364,Light rain throughout the day.,0
5365,Light rain in the morning and afternoon.,0
5367,Overcast throughout the day.,0
5371,Rain throughout the day.,0
5372,Light rain until evening.,0
5373,Light rain overnight.,0
5374,Light rain throughout the day.,0
5375,"Light rain until afternoon, starting again overnight.",0
5386,Mostly cloudy throughout the day.,0
5390,Overcast throughout the day.,0
5391,Overcast throughout the day.,0
5392,Mostly cloudy throughout the day.,0
5393,Mostly cloudy throughout the day.,0
5394,Overcast throughout the day.,0
5399,Possible light rain in the evening and overnight.,0
5400,"Rain until morning, starting again in the evening.",0
5401,Rain until evening.,0
5409,Light rain throughout the day.,0
5410,Light rain in the morning and afternoon.,0
5412,Light rain starting in the afternoon.,0
5413,Overcast throughout the day.,0
5418,Light rain until evening.,0
5419,Rain until evening.,0
5420,Rain in the afternoon and evening.,0
5421,Rain throughout the day.,0
5422,Possible light rain in the morning.,0
5436,Light rain in the morning.,0
5438,Rain in the evening and overnight.,0
5439,Light rain throughout the day.,0
5440,Possible drizzle in the morning.,0
5441,Possible light rain in the evening.,0
5442,Possible light rain until evening.,0
5443,Possible light rain in the morning.,0
5444,Rain throughout the day.,0
5445,Mostly cloudy throughout the day.,0
5446,Light rain in the evening and overnight.,0
5447,Rain throughout the day.,0
5448,"Light rain until morning, starting again in the evening.",0
5449,Possible drizzle in the morning.,0
5452,Light rain starting in the afternoon.,0
5453,"Light rain until afternoon, starting again overnight.",0
5454,Light rain until evening.,0
5457,Clear throughout the day.,0
5458,Rain in the afternoon and evening.,0
5459,Light rain in the afternoon and evening.,0
5461,Possible light rain in the afternoon.,0
5462,Rain starting in the afternoon.,0
5463,Rain in the morning.,0
5464,Light rain starting in the afternoon.,0
5465,Light rain throughout the day.,0
5466,Light rain in the afternoon and evening.,0
5467,Possible light rain in the evening and overnight.,0
5468,Light rain throughout the day.,0
5469,Rain throughout the day.,0
5470,Overcast throughout the day.,0
5471,Possible light rain in the morning and afternoon.,0
5472,Possible light rain in the afternoon and evening.,0
5473,Mostly cloudy throughout the day.,0
5477,Light rain until evening.,0
5485,Possible drizzle in the morning.,0
5486,Light rain starting in the afternoon.,0
5487,Rain throughout the day.,0
5497,Foggy until evening.,0
5502,Foggy starting in the afternoon.,0
5531,Windy in the afternoon.,0
5545,Foggy in the morning.,0
5548,Foggy until evening.,0
5555,Foggy throughout the day.,0
5559,Foggy in the afternoon and evening.,0
5576,Foggy in the evening and overnight.,0
5577,Foggy in the morning.,0
5578,Foggy in the afternoon and evening.,0
5580,Foggy throughout the day.,0
5581,Foggy until evening.,0
5582,Foggy in the afternoon and evening.,0
5583,Mostly cloudy throughout the day.,0
5584,Mostly cloudy throughout the day.,0
5595,Foggy overnight.,0
5596,Partly cloudy throughout the day.,0
5598,Foggy starting in the afternoon.,0
5599,Foggy in the morning and afternoon.,0
5606,Mostly cloudy throughout the day.,0
5615,Possible drizzle in the morning.,0
5616,Possible drizzle in the morning.,0
5618,Possible drizzle in the morning.,0
5623,Possible drizzle overnight.,0
5624,"Light rain until morning, starting again in the evening.",0
5625,Rain in the morning and afternoon.,0
5633,Light rain throughout the day.,0
5634,"Light rain until morning, starting again in the evening.",0
5635,Possible drizzle in the morning.,0
5636,Possible drizzle in the evening and overnight.,0
5637,Possible drizzle in the morning.,0
5641,Possible light rain until evening.,0
5642,Partly cloudy throughout the day.,0
5643,"Light rain until afternoon, starting again overnight.",0
5644,Rain throughout the day.,0
5645,Rain throughout the day.,0
5646,Overcast throughout the day.,0
5660,Clear throughout the day.,0
5662,Drizzle in the evening and overnight.,0
5663,Light rain until evening.,0
5665,Overcast throughout the day.,0
5666,Possible drizzle in the morning and afternoon.,0
5667,Possible light rain overnight.,0
5668,Light rain and humid throughout the day.,0
5669,Clear throughout the day.,0
5670,Drizzle in the evening and overnight.,0
5671,Light rain until evening.,0
5672,Light rain and humid throughout the day.,0
5673,Partly cloudy throughout the day.,0
5676,Overcast throughout the day.,0
5677,Possible drizzle in the morning.,0
5678,Light rain until evening.,0
